2024-09-08 11:07:15 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 21104
2024-09-08 11:07:15 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-09-08 11:07:15 0 [Note] InnoDB: Uses event mutexes
2024-09-08 11:07:15 0 [Note] InnoDB: Compressed tables use zlib 1.3
2024-09-08 11:07:15 0 [Note] InnoDB: Number of pools: 1
2024-09-08 11:07:15 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-09-08 11:08:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=297] log sequence number 428072 is in the future! Current system log sequence number 300817.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=398] log sequence number 428072 is in the future! Current system log sequence number 300817.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=298] log sequence number 428116 is in the future! Current system log sequence number 300817.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=401] log sequence number 428116 is in the future! Current system log sequence number 300817.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=299] log sequence number 363828 is in the future! Current system log sequence number 300817.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=399] log sequence number 363828 is in the future! Current system log sequence number 300817.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=300] log sequence number 428160 is in the future! Current system log sequence number 300817.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=400] log sequence number 428160 is in the future! Current system log sequence number 300817.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=0] log sequence number 422728 is in the future! Current system log sequence number 300817.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=8] log sequence number 449111 is in the future! Current system log sequence number 300817.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=10] log sequence number 449091 is in the future! Current system log sequence number 300817.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=12] log sequence number 449034 is in the future! Current system log sequence number 300817.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=307] log sequence number 449070 is in the future! Current system log sequence number 300817.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=308] log sequence number 448993 is in the future! Current system log sequence number 300817.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:08:50 0 [Note] InnoDB: 128 out of 128 rollback segments are active.
2024-09-08 11:08:50 0 [Note] InnoDB: Removed temporary tablespace data file: "ibtmp1"
2024-09-08 11:08:50 0 [Note] InnoDB: Creating shared tablespace for temporary tables
2024-09-08 11:08:50 0 [Note] InnoDB: Setting file 'D:\xampp\mysql\data\ibtmp1' size to 12 MB. Physically writing the file full; Please wait ...
2024-09-08 11:08:50 0 [Note] InnoDB: File 'D:\xampp\mysql\data\ibtmp1' size is now 12 MB.
2024-09-08 11:08:50 0 [Note] InnoDB: Waiting for purge to start
2024-09-08 11:08:50 0 [Note] InnoDB: 10.4.32 started; log sequence number 300808; transaction id 686
2024-09-08 11:08:50 0 [Note] InnoDB: Loading buffer pool(s) from D:\xampp\mysql\data\ib_buffer_pool
2024-09-08 11:08:50 0 [Note] Plugin 'FEEDBACK' is disabled.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=9] log sequence number 447060 is in the future! Current system log sequence number 300817.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=243] log sequence number 393007 is in the future! Current system log sequence number 300817.
2024-09-08 11:08:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:08:50 0 [Note] Server socket created on IP: '::'.
2024-09-08 11:11:22 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 19656
2024-09-08 11:11:22 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-09-08 11:11:22 0 [Note] InnoDB: Uses event mutexes
2024-09-08 11:11:22 0 [Note] InnoDB: Compressed tables use zlib 1.3
2024-09-08 11:11:22 0 [Note] InnoDB: Number of pools: 1
2024-09-08 11:11:22 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-09-08 11:11:22 0 [Note] InnoDB: Initializing buffer pool, total size = 16M, instances = 1, chunk size = 16M
2024-09-08 11:11:22 0 [Note] InnoDB: Completed initialization of buffer pool
2024-09-08 11:11:22 0 [Note] InnoDB: Starting crash recovery from checkpoint LSN=300817
2024-09-08 11:11:22 0 [Warning] InnoDB: Are you sure you are using the right ib_logfiles to start up the database? Log sequence number in the ib_logfiles is 300817, less than the log sequence number in the first system tablespace file header, 456816.
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=367] with future log sequence number 304067
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=230] with future log sequence number 304067
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=366] with future log sequence number 304023
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=229] with future log sequence number 304023
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=365] with future log sequence number 303979
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=228] with future log sequence number 303979
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=364] with future log sequence number 303935
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=227] with future log sequence number 303935
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=363] with future log sequence number 303891
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=226] with future log sequence number 303891
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=362] with future log sequence number 303847
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=225] with future log sequence number 303847
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=361] with future log sequence number 303803
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=224] with future log sequence number 303803
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=360] with future log sequence number 303759
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=223] with future log sequence number 303759
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=359] with future log sequence number 303715
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=222] with future log sequence number 303715
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=358] with future log sequence number 303671
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=221] with future log sequence number 303671
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=357] with future log sequence number 303611
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=220] with future log sequence number 303611
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=356] with future log sequence number 303567
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=219] with future log sequence number 303567
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=355] with future log sequence number 303523
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=218] with future log sequence number 303523
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=354] with future log sequence number 303479
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=217] with future log sequence number 303479
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=353] with future log sequence number 303435
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=216] with future log sequence number 303435
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=352] with future log sequence number 303391
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=215] with future log sequence number 303391
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=351] with future log sequence number 303347
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=214] with future log sequence number 303347
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=350] with future log sequence number 303303
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=213] with future log sequence number 303303
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=349] with future log sequence number 303259
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=212] with future log sequence number 303259
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=348] with future log sequence number 303215
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=211] with future log sequence number 303215
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=405] with future log sequence number 391859
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=404] with future log sequence number 391947
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=376] with future log sequence number 391903
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=403] with future log sequence number 391815
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=375] with future log sequence number 391771
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=402] with future log sequence number 391727
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=322] with future log sequence number 389844
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=233] with future log sequence number 391667
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=374] with future log sequence number 391667
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=232] with future log sequence number 391623
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=373] with future log sequence number 391623
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=368] with future log sequence number 391579
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=229] with future log sequence number 391535
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=366] with future log sequence number 391535
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=365] with future log sequence number 391491
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=31, page number=3] with future log sequence number 381002
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=31, page number=2] with future log sequence number 381002
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=364] with future log sequence number 391447
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=31, page number=1] with future log sequence number 379814
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=363] with future log sequence number 391403
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=362] with future log sequence number 391359
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=358] with future log sequence number 391227
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=360] with future log sequence number 391315
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=359] with future log sequence number 391271
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=357] with future log sequence number 391183
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=356] with future log sequence number 391123
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=355] with future log sequence number 391079
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=354] with future log sequence number 391035
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=353] with future log sequence number 390991
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=264] with future log sequence number 406476
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=385] with future log sequence number 406476
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=416] with future log sequence number 406344
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=257] with future log sequence number 406344
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=259] with future log sequence number 406432
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=378] with future log sequence number 406432
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=415] with future log sequence number 406388
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=258] with future log sequence number 406388
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=414] with future log sequence number 406300
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=256] with future log sequence number 406300
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=413] with future log sequence number 406256
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=255] with future log sequence number 406256
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=412] with future log sequence number 406212
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=254] with future log sequence number 406212
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=253] with future log sequence number 406168
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=52] with future log sequence number 431583
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=51] with future log sequence number 431076
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=50] with future log sequence number 431037
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=49] with future log sequence number 430998
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=335] with future log sequence number 446257
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=217] with future log sequence number 455123
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=216] with future log sequence number 454033
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=215] with future log sequence number 453679
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=214] with future log sequence number 453396
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=213] with future log sequence number 453352
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=212] with future log sequence number 453308
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=211] with future log sequence number 453264
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=210] with future log sequence number 453220
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=209] with future log sequence number 453176
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=207] with future log sequence number 453132
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=206] with future log sequence number 453072
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=205] with future log sequence number 453028
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=3] with future log sequence number 455236
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 455256
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=36, page number=3] with future log sequence number 455160
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=36, page number=2] with future log sequence number 447901
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=12] with future log sequence number 449034
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=308] with future log sequence number 448993
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=307] with future log sequence number 449070
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=10] with future log sequence number 449091
2024-09-08 11:11:22 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=9] with future log sequence number 447060
2024-09-08 11:11:22 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 447468 is in the future! Current system log sequence number 300835.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 448953 is in the future! Current system log sequence number 300835.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 427885 is in the future! Current system log sequence number 300835.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 427885 is in the future! Current system log sequence number 300835.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 427924 is in the future! Current system log sequence number 300835.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 427924 is in the future! Current system log sequence number 300835.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 430881 is in the future! Current system log sequence number 300835.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 430881 is in the future! Current system log sequence number 300835.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 430920 is in the future! Current system log sequence number 300835.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 430920 is in the future! Current system log sequence number 300835.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 430959 is in the future! Current system log sequence number 300835.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 430959 is in the future! Current system log sequence number 300835.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 430998 is in the future! Current system log sequence number 300835.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 430998 is in the future! Current system log sequence number 300835.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 431037 is in the future! Current system log sequence number 300835.
2024-09-08 11:11:22 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
